"";"COUNTRY_ISO_3";"TIME_PERIOD";"RAW_OBS_VALUE";"_merge";"INDICATOR_NAME";"INDICATOR_INDEX";"INDICATOR_ISSUE";"INDICATOR_CATEGORY";"INDICATOR_CODE";"ATTR_SOURCE";"ATTR_SOURCE_BODY";"ATTR_INDICATOR_DESCRIPTION";"ATTR_INDICATOR_EXPLANATION";"ATTR_UNIT_MEASURE";"ATTR_DATA_EXTRACTION_METHDOLOGY";"ATTR_SOURCE_TITLE";"ATTR_API_ENDPOINT_URL";"CRBA_RELEASE_YEAR";"SCALED_OBS_VALUE";"OBS_STATUS";"SOURCE_ID"
"140";"POL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"141";"PRT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"142";"QAT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"143";"ROU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"144";"RUS";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"145";"RWA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"146";"KNA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"147";"LCA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"148";"VCT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"149";"WSM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"150";"SMR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"151";"STP";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"152";"SAU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"153";"SEN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"154";"SRB";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"155";"SYC";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"156";"SLE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"157";"SGP";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"158";"SVK";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"159";"SVN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"160";"SLB";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"161";"SOM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"162";"ZAF";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"163";"SSD";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"164";"ESP";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"165";"LKA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"166";"SDN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"167";"SUR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"168";"SWE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"169";"CHE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"170";"SYR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"171";"TJK";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"172";"TZA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"173";"THA";"2020.0";"1.1";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"0.0";"";"S-248"
"174";"TLS";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"175";"TGO";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"176";"TON";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"177";"TTO";"2020.0";"19.87";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"2.95";"";"S-248"
"178";"TUN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"179";"TUR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"180";"TKM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"181";"TUV";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"182";"UGA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"183";"UKR";"2020.0";"40.2";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"6.14";"";"S-248"
"184";"ARE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"185";"GBR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"186";"USA";"2020.0";"12.1";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"1.73";"";"S-248"
