DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,ECD_DOMAIN:ECD Domain,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,FATHER_EDUCATION:Father's Education Level,EC_EDUC_ATTND:Early Childhood Education Attendance,PLAYTHNG_TYPE:Plaything Type,INDQT_SPVN:Inadequate Supervision,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,7.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,8.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,5.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,4.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,6,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,7,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,6.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2006,4.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UZB: Uzbekistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2006,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2006,End of fieldwork,2006,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,7.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,7.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,8.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,11,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,8.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,7.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,9.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2018,7.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2018,1.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KGZ: Kyrgyzstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2018,6.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,3.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,3,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,2.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,2.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,3.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,_T: Total,2018,5.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2018,3.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2018,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2018,3.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,8.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,2.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11A_01: Never attended an education programme / No schooling,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,Refers to primary or less
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2018,4.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2018,2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2018,3,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
