Geographic area,Indicator,Sex,Current age,Age at Birth,Wealth Quintile,Residence,Mother's Education Level,Data Source,Unit multiplier,Unit of measure,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,32,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,34,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,31,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,31,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,29,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,28,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,29,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,21,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,22,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,21,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,23,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,22,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,20,Modelled,Free,,,,,,,,
Republic of Moldova,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,19,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,12,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,12,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,11,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,11,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,10,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,9,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,9,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,8,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,8,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,8,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,7,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,7,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,7,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,6,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,6,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,6,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,6,Modelled,Free,,,,,,,,
Montenegro,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,6,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,7,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,6,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,5,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,5,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,5,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,4,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,4,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,4,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,4,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,3,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,3,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,3,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,3,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,3,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,2,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,2,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,2,Modelled,Free,,,,,,,,
Poland,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,2,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,54,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,49,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,47,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,43,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,39,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,35,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,32,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,30,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,28,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,28,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,27,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,24,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,23,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,21,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,21,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,21,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,21,Modelled,Free,,,,,,,,
Romania,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,19,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,56,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,53,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,51,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,49,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,45,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,42,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,36,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,32,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,30,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,27,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,25,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,23,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,22,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,20,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,19,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,18,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,18,Modelled,Free,,,,,,,,
Russian Federation,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,17,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,13,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,13,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,13,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,13,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,13,Modelled,Free,,,,,,,,
Serbia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,12,Modelled,Free,,,,,,,,
